input,entity,label
봉제선이 앞코 쪽에 딱 한군데 있고 맥스나 테니스 클래식 등보다 훨씬 편하다.,편의성,"[1, 0, 0, 0]"
무게도 경량에 에어가 젤타입이 아니어서 터질 우려도 없단다.,일반,"[0, 1, 0, 0]"
무게도 경량에 에어가 젤타입이 아니어서 터질 우려도 없단다.,품질,"[0, 1, 0, 0]"
"에어가 터지면 걸을 때 민망한 소리가 난다는 말을 들은 적도 있고, 나이키 에어는 별로 내구성이 좋지 않다는 소리도 많이 들어서 그 점도 플러스가 됐다.",품질,"[1, 0, 0, 0]"
가격은 운동화치고는 꽤 세다.,가격,"[1, 0, 0, 0]"
십만원이 넘었으니 구두보다도 비싼데 너무 만족스러워서 웃음이 나왔다.,일반,"[1, 0, 0, 0]"
매장에서 꽤 괜찮은 놈을 세일해서 99000원에 파는 걸보고 홀딱 반했는데 한 번에 두 켤레를 살 수는 없었고 신어보니 무게감이 루나를 따라갈 수 없어서 일단 포기했다.,일반,"[1, 0, 0, 0]"
매장에서 꽤 괜찮은 놈을 세일해서 99000원에 파는 걸보고 홀딱 반했는데 한 번에 두 켤레를 살 수는 없었고 신어보니 무게감이 루나를 따라갈 수 없어서 일단 포기했다.,가격,"[1, 0, 0, 0]"
잘 샀어.,일반,"[1, 0, 0, 0]"
"전자제품이라면 그것이 어떤 기능을 가졌든지 일단 좋아하지만, 그 중 극강은 역시 노트북..",일반,"[1, 0, 0, 0]"
"처음에 마음에 든 건 아래 녹색이었는데, 이후 골드가 출시된 것을 알고 마음이 바뀌었다.",디자인,"[1, 0, 0, 0]"
내가 이래서 소니를 좋아해..,일반,"[0, 0, 0, 1]"
나는 사실 핑크 별로 안 좋아하는데 다른 색상이 다 이쁘지 않게 나왔다.,디자인,"[1, 0, 0, 0]"
이런 말해서 미안하지만 디자인 촌발 날리는 건 삼성 따라갈 게 없는 거 같다.,디자인,"[1, 0, 0, 0]"
왜 일류 기업이라는 게 아이리버나 다른 중소업체보다 못하지?,품질,"[0, 0, 0, 1]"
소니나 필립스보다도 떨어진다.,품질,"[0, 0, 0, 1]"
디자인에 돈 좀 들이던가 안목을 높여줘.,디자인,"[1, 0, 0, 0]"
지금 이게 어른이 들고 다니라고 만든 거 맞아?,디자인,"[1, 0, 0, 0]"
-_-; 색 조합이 저게 뭐냐?,디자인,"[1, 0, 0, 0]"
"흰색에 빨강 띠, 검정에 흰색 띠..",디자인,"[1, 0, 0, 0]"
아이구야.. 검정에 굳이 띠를 둘러야겠다면 회색이 더 낫지 않나.,디자인,"[1, 0, 0, 0]"
흰색이면 그냥 흰색으로 밀고 나가면 되지 무슨 촌스런 빨강이야.,디자인,"[1, 0, 0, 0]"
채도나 이런 것도 실제는 어떨지 몰라도 사진으로는 실망스럽다.,디자인,"[1, 0, 0, 0]"
아무튼 디자인 쪽으로 인재를 많이 채용해서 눈 좀 높여줬으면 좋겠어.,일반,"[0, 0, 0, 1]"
색을 저렇게 밖에 못 뽑는지 묻고 싶다.,디자인,"[1, 0, 0, 0]"
그래도 국산 살 테니 무궁한 발전하길 바란다.,일반,"[1, 0, 0, 0]"
모냥이 빠져도 난 실용주의자라 군말없이 AS해주는 삼성이나 엘지가 좋긴 좋다.,품질,"[0, 0, 0, 1]"
막상 도착한 에코백은 작은 거 좋아하는 나에게도 몇 센티 쯤인가 너무 작게 느껴졌으나 디자인이 중요한 가방이라 그럭저럭 만족한다.,일반,"[1, 0, 0, 0]"
막상 도착한 에코백은 작은 거 좋아하는 나에게도 몇 센티 쯤인가 너무 작게 느껴졌으나 디자인이 중요한 가방이라 그럭저럭 만족한다.,디자인,"[1, 0, 0, 0]"
조금 더 토톰한 천에 5센티만 폭이 컸어도 딱인데 아깝구나.,품질,"[0, 1, 0, 0]"
조금 더 토톰한 천에 5센티만 폭이 컸어도 딱인데 아깝구나.,일반,"[1, 0, 0, 0]"
밴드도 올리브그린과 블랙이 있었는데 알도 까만데 줄까지 까만 건 싫고 국방색은 너무 군인스럽나 싶지만 사실 아무래도 상관없다.,일반,"[0, 1, 0, 0]"
으하하.. 오자마자 줄질을 하게 될 지 어떨지 몰라도 너에게는 어울리는 줄이 따로 있지 싶어.,일반,"[0, 1, 0, 0]"
아무리 나라도 카키색 줄을 계속 찰 수는 없잖아.,일반,"[0, 1, 0, 0]"
근데 이거 좀 에러인게 줄을 바꾸려면 잘라버려야 한다.,일반,"[0, 1, 0, 0]"
아무리 저렴이 버전이라지만 뭐 이따위 구색이 다 있어? - -,일반,"[0, 1, 0, 0]"
마지막으로 겁나 큰 초침소리라는데 내가 주무실 때 이 싸구려를 어디다 숨겨놔야 초침 소리를 안 들을지 연구해봐야겠다.,품질,"[0, 1, 0, 0]"
아디다스의 상징인 삼선이 없어서 좋다.,일반,"[1, 0, 0, 0]"
하지만 밑창의 옆면에도 음각으로 아디다스 로고가 들어가 있고 브랜드가 언뜻 봐선 뭔지 모르게 처리한 게 마음에 든다.,디자인,"[1, 0, 0, 0]"
방안에서 찍어서 색감의 왜곡이 있지만 밖에서 보면 참 곱다. ㅋㅋ,일반,"[1, 0, 0, 0]"
그래도 얇아서 덥지 않고 색깔이 청량감이 있어서 스웨이드임에도 여름 운동화 같다.,디자인,"[1, 0, 0, 0]"
어쨌든 8G 모델이다보니 동영상 등의 무리한 다운로드는 안할 듯 싶고 월별 기본제공되는 3G와 에그 와이브로를 병행해서 쓰면 그럭저럭 쓸만할 듯 싶다.,품질,"[0, 1, 0, 0]"
제법 깔끔한 디자인이다.,디자인,"[1, 0, 0, 0]"
깔끔한 디자인이다.,디자인,"[1, 0, 0, 0]"
LEXMA 블루투스 마우스 쪽이 크기도 작고 디자인도 좋다.,디자인,"[1, 0, 0, 0]"
LEXMA의 디자인이 월등히 낫다.,디자인,"[1, 0, 0, 0]"
이런 점을 감안하면 블루투스 제품마다 모조리 리시버가 들어있어야 하는 것도 말이 안되고 최근 기기는 블루투스 지원은 기본이니 불만사항이 될 순 없겠다.,일반,"[0, 0, 1, 0]"
전체적으로 마우스의 크기가 작기 때문에 온오프 스위치와 커넥트 버튼이 작다.,편의성,"[0, 1, 0, 0]"
이점이 손이 큰 사람에게는 불편할 수도 있다.,편의성,"[0, 1, 0, 0]"
다만 넷북 이용시에는 역시 마우스는 작아야 편하니 이런 점을 감안한다면 불가피한 크기.,편의성,"[1, 0, 0, 0]"
LEXMA 블루투스 마우스는 크기가 작아 어딘가 갈 때 UMPC와 함께 들고 다니기에도 편리할 듯 싶다.,편의성,"[1, 0, 0, 0]"
마우스 없이 PS3 조이패드로 인터넷을 하는 것은 힘들지만 블루투스 마우스만 있으면 간편하게 PS3에서 인터넷을 즐길 수 있다.,편의성,"[1, 0, 0, 0]"
"UMPC 및 PS3에서 사용한 결과, 이동이나 마우스 좌클릭, 우클릭 및 휠 이동 등은 편하게 사용할 수 있었다.",품질,"[0, 1, 0, 0]"
"단, 휠 클릭은 뻑뻑해서 꽤 힘이 든다.",품질,"[0, 1, 0, 0]"
사실 그냥 `내가 쓰기에 편하다` 정도로 느끼고 다른 마우스에 비해 확 대단한 점은 느끼기는 힘들다.,일반,"[1, 0, 0, 0]"
마우스가 원래 거기서 거기이다보니 미세한 차이는 사람이 느끼기에 힘든 듯 싶다.,일반,"[1, 0, 0, 0]"
"장점 : 디자인이 깔끔하다, 작아서 휴대성이 용이, 높낮이 조절 가능, 다양한 블루투스 지원 기기에서 사용 가능.",디자인,"[1, 0, 0, 0]"
"장점 : 디자인이 깔끔하다, 작아서 휴대성이 용이, 높낮이 조절 가능, 다양한 블루투스 지원 기기에서 사용 가능.",편의성,"[1, 0, 0, 0]"
"장점 : 디자인이 깔끔하다, 작아서 휴대성이 용이, 높낮이 조절 가능, 다양한 블루투스 지원 기기에서 사용 가능.",품질,"[1, 1, 0, 0]"
조작감이 좋아 편하게 이용할 수 있다.,품질,"[0, 1, 0, 0]"
"단점 : 컴펙트하여 손 큰 사람에게는 불편, 마우스 하단의 버튼들이 작아 손 큰 사람들에게는 불편할 듯.",편의성,"[0, 1, 0, 0]"
휠 클릭이 뻑뻑해서 힘이 든다.,품질,"[0, 1, 0, 0]"
디자인과 조작감에서 차이가 날 뿐인데 LEXMA 블루투스 마우스는 디자인과 조작감 둘 다 합격점.,품질,"[0, 1, 0, 0]"
디자인과 조작감에서 차이가 날 뿐인데 LEXMA 블루투스 마우스는 디자인과 조작감 둘 다 합격점.,디자인,"[1, 0, 0, 0]"
다만 내가 손이 작은 편이라 손이 큰 사람은 불편할 수도 있으니 그 점을 감안하는 것이 좋다.,편의성,"[0, 1, 0, 0]"
넷북 같은 휴대기기에 큰 마우스보단 이런 적당히 작은 마우스를 갖고 다니는 것이 편리하겠지만 말이다.,편의성,"[1, 0, 0, 0]"
나는 릴리안이 제일로 좋았고 다른제품에비해 훨씬 뒤가깔끔하거기분 좋아서 이사태에서 나는 릴리안을 반품안하고 오히려 쌀때 ㅋㅋ 더 사서썼다,품질,"[1, 0, 0, 0]"
진짜 잘한걱같다 ㅋㅋㅋ,일반,"[1, 0, 0, 0]"
귀염귀염 세일러느낌이에요,디자인,"[1, 0, 0, 0]"
전반적으로 제이스타일 옷들은 핏이참 이쁜듯해요,디자인,"[1, 0, 0, 0]"
재질도 똑떨어지면서 색상도 너무예뻐요,품질,"[0, 1, 0, 0]"
제이스타일 옷들은 전반적으로 핏이참 예쁘게 떨어지는듯해요 ^^,디자인,"[1, 0, 0, 0]"
부드럽고 촉감좋규 .,품질,"[1, 0, 0, 0]"
넘나귀요워 ♥,디자인,"[1, 0, 0, 0]"
#&name&이유식 들어가면서 만들어줘야겠다.. 생각했는데 역시나 넘나 간편한 #베이비쿡솔로 ..,편의성,"[1, 0, 0, 0]"
사용할수록 맘에듬..,일반,"[1, 0, 0, 0]"
요즘은 #육아장비빨 시대인만큼 ㅎㅎ.. 쉽고 영양가는 지켜주면 되니깐 굳뜌..,편의성,"[1, 0, 0, 0]"
요즘은 #육아장비빨 시대인만큼 ㅎㅎ.. 쉽고 영양가는 지켜주면 되니깐 굳뜌..,품질,"[1, 0, 0, 0]"
아이들이 있는 집 필수품`-` #하이맘밴드 ..,일반,"[1, 0, 0, 0]"
색상이 보니 어느정도 투명해서 티도.. 많이 안나고 >_< 전용가위까지 센스 쩔..,디자인,"[1, 0, 0, 0]"
색상이 보니 어느정도 투명해서 티도.. 많이 안나고 >_< 전용가위까지 센스 쩔..,일반,"[0, 0, 1, 0]"
밖에 나올때에도 유용한 .. #포리프 #고래거치대 ㅋㅋ..,일반,"[1, 0, 0, 0]"
땠다.. 붙었다가 가능한 #젤패드 라 굳 ..,품질,"[0, 1, 0, 0]"
#향기 까지 나는 거치대라 더 좋고마잉 ~,일반,"[0, 1, 0, 0]"
처음에는 높은 베개 사용으로 낮은 거에 대한.. 느낌적인 부분으로 이상하게 느껴졌는데.. 3~4일 잘 견디니깐 이젠 익숙해지고 .. 확실히 아침이 조금 더 개운함이 있네요..,품질,"[1, 0, 0, 0]"
조만간 아들 두 녀석도 같이 ㅋㅋ 장만해줘야겠어요..,일반,"[1, 0, 0, 0]"
태어나서부터 참 잘 사용중인.. #대디베이비 >_<,일반,"[1, 0, 0, 0]"
넘 예뿌다..,디자인,"[1, 0, 0, 0]"
가성비 좋아서 쓰고 있는데.. 자주 갈아줘도 부담없고 ^^.. 아이도 활동하는데 무리없고..,가격,"[1, 0, 0, 0]"
가성비 좋아서 쓰고 있는데.. 자주 갈아줘도 부담없고 ^^.. 아이도 활동하는데 무리없고..,일반,"[1, 0, 0, 0]"
실험을 해서 봐도 아주 .. 흡수도 잘 되고 뽀송해 ..,품질,"[1, 0, 0, 0]"
보송하고 아이피부도 지켜주공..,품질,"[1, 0, 0, 0]"
참.. 잘 쓰는 것 같네유 ㅋㅋ..,일반,"[1, 0, 0, 0]"
>_< 피부 진정에 도움이 된다는 #바디미스트 챙겨요..,품질,"[0, 1, 0, 0]"
더군다나 여름철 야외 활동할 때 모기기피제로 많이 쓰는 레몬그라스 향이 있어.. 야외활동 속 피부를 보호해주는 #일리윤 의 #바디미스트추천 신상제품,일반,"[0, 1, 0, 0]"
캠핑이나 등산 요즘 많이들 다니는 여행시에 좋은.. #컴포트레스트아웃도어미스트 >_< ..,일반,"[1, 0, 0, 0]"
팔 다리에 필요한 부위에 골고루 뿌려주면.. 흡수도 빠르고 산뜻하게 마무리 되더라고요 ^-^ ..,품질,"[0, 1, 0, 0]"
먹을 수 있는 원료로 사용한만큼.. 걱정없이 사용해볼 수 있겠어유..,품질,"[1, 0, 0, 0]"
거품형이라 편하기 까지 함 ㅋㅋ...,편의성,"[0, 1, 0, 0]"
#한샘샘키즈프리미엄 실리콘 코팅이라.. 더 안심되고 열 PE라서 뛰어도 크게.. 아래집에 민폐가 되지 않는 거 같아요..,품질,"[0, 1, 0, 0]"
3주 넘게 사용해보고 있는데 ^-^/ 만족해요 .,일반,"[1, 0, 0, 0]"
이뿌다,디자인,"[1, 0, 0, 0]"
그나저나 예쁘기도 하네..,디자인,"[1, 0, 0, 0]"
이번에 #소르베베시그니처 이뿌더라..,디자인,"[1, 0, 0, 0]"
#소르베베 편안해서 요즘 인기 많던데.. 프리미엄시그니처는 디자인도 예쁨하네..,인지도,"[1, 0, 0, 0]"
#소르베베 편안해서 요즘 인기 많던데.. 프리미엄시그니처는 디자인도 예쁨하네..,디자인,"[1, 0, 0, 0]"
아기띠 한다고 지못미 스타일 되지 않게.. 멋스럽게 착용할 수 있는 #아기띠,디자인,"[1, 0, 0, 0]"
맘에드네..,일반,"[1, 0, 0, 0]"
제트블루 컬러가 우리한테 어울릴 것 같았는데.. 친구가 코코아 브라운 착용한거보니 괜찮더라구요.,디자인,"[0, 1, 0, 0]"
여러모로 #스타일링 까지 신경쓴 이번 프리미엄..,일반,"[1, 0, 0, 0]"
편안하기만 한게 아니니 더 좋구만 ..,편의성,"[0, 1, 0, 0]"
편안하기만 한게 아니니 더 좋구만 ..,일반,"[1, 0, 0, 0]"
#국민방수요 이름을 가지고 있는.. #뮤라 `-`,인지도,"[1, 0, 0, 0]"
재질도 좋고.. 세탁기 빨래도.. 건조도 가능하니깐 넘나 좋음 >_< ..,일반,"[1, 1, 0, 0]"
그래도 우리 둘째는 #여름기저귀 #대디베이비 팡팡 갈아주며. 뽀송뽀송하게 유지하고 있어요.,품질,"[1, 0, 0, 0]"
#밤기저귀 #아기기저귀 손색없을.. 정도로 잘 사용하고 팬티라 활동이 좋으니깐.. 막 뛰어 놀아도 벗겨지지 않고 스스로 막 벗으려고.. 들어도 #팬티기저귀 라서 좋은데..,일반,"[1, 0, 0, 0]"
뱃살도.. 제법 되는데 자국없이 편안하게 잘 입네요.,편의성,"[0, 1, 0, 0]"
그래서 진통이나 소염 부기방지에 도움이 된다는 #베노플러스겔 을 챙겨서 다니는 편이에요..,품질,"[1, 0, 0, 0]"
혈종용해 작용까지 해줘서 일시적인 완화작용뿐 아니라 피부에 흡수되어서 부기나 울혈도 제거해줘 운동을 많이 하고 몸을 많이 사용하는 분들은.. 필수로 챙겨서 다니면 좋을 것 같아요 ㅋㅋ..,품질,"[1, 0, 0, 0]"
그럴 때 바르면 진통 소염과 부기에도 도움이 되니.. 챙겨두는 게 좋겠어요,품질,"[1, 0, 0, 0]"
이젠 #신생아아기띠 벗어나나 싶지만.. 요즘은 #올인원아기띠 로 #아기띠 부터.. #힙시트 까지도 모두 한번에 해결이 되죠..,편의성,"[1, 0, 0, 0]"
가성비 좋고 실용성 좋은 #토드비 착용하는데.. 스타일도 색상도 예쁘고 재질도 부드러워서.. 만족만족..,가격,"[0, 0, 0, 1]"
가성비 좋고 실용성 좋은 #토드비 착용하는데.. 스타일도 색상도 예쁘고 재질도 부드러워서.. 만족만족..,품질,"[1, 0, 0, 0]"
가성비 좋고 실용성 좋은 #토드비 착용하는데.. 스타일도 색상도 예쁘고 재질도 부드러워서.. 만족만족..,디자인,"[1, 0, 0, 0]"
가성비 좋고 실용성 좋은 #토드비 착용하는데.. 스타일도 색상도 예쁘고 재질도 부드러워서.. 만족만족..,일반,"[0, 1, 0, 0]"
통기성 좋고 가볍고 샘방지도.. 잘되어있는 3중파워흡수 ..,품질,"[1, 1, 0, 0]"
통기성 좋고 가볍고 샘방지도.. 잘되어있는 3중파워흡수 ..,일반,"[1, 0, 0, 0]"
100% 미국산 #천연코튼 함유로.. 부드럽고 자극적이지 않네여..,품질,"[1, 0, 0, 0]"
편안하니깐 이번 여름 잘 써보자..,편의성,"[0, 1, 0, 0]"
컴팩트한 사이즈에 예쁜 스타일링..,편의성,"[0, 0, 1, 0]"
컴팩트한 사이즈에 예쁜 스타일링..,디자인,"[1, 0, 0, 0]"
앙증맞은 사이즈지만 이거 완전 레알 잘찍힌다..,편의성,"[1, 0, 0, 0]"
앙증맞은 사이즈지만 이거 완전 레알 잘찍힌다..,품질,"[1, 0, 0, 0]"
햇빛에도 눈부심에도 손쉽게 촬영할 수 있는 너..,품질,"[0, 1, 0, 0]"
예쁘기만 한게 아니라 기능도 퍼펙 ㅋㅋ..,디자인,"[1, 0, 0, 0]"
예쁘기만 한게 아니라 기능도 퍼펙 ㅋㅋ..,품질,"[0, 1, 0, 0]"
299g 에 세상에서 가장 빠른 0.05초 AF 라..,품질,"[0, 1, 0, 0]"
진짜 핫하지 않나싶네여 ㅋㅋ..,인지도,"[1, 0, 0, 0]"
그래서 매일매일 지친눈가를 섬세하게 케어해주고 리치한텍스쳐가 촉촉하고 촘촘한 탄력을 안겨주는 #트리아 애프터 라이트 리뉴 #아이크림 바르고 있어요!,일반,"[0, 1, 0, 0]"
그래서 매일매일 지친눈가를 섬세하게 케어해주고 리치한텍스쳐가 촉촉하고 촘촘한 탄력을 안겨주는 #트리아 애프터 라이트 리뉴 #아이크림 바르고 있어요!,품질,"[0, 1, 0, 0]"
조금 더 섬세하고 특별한날의 아이 관리가 필요할 땐 눈가 구조에 적합하게 디자인된 부드러운 패치가 특징인 리뉴 아이마스크로 지친눈가에 휴식을 주고 세라마이드와 EGF 성분으로 보습과 함께 탄력을 주고 있네요!,품질,"[0, 1, 0, 0]"
정말 요즘 없어서는 안될 내 화장대의 필수템들!,일반,"[1, 0, 0, 0]"
아이관리 트리아 비포 앤 애프터 리뉴 라인 써보세요~!!,일반,"[1, 0, 0, 0]"
역시 천연비누라 순하고 성분중에 달팽이점액이 들어가 트러블을 완화시켜주는듯!,품질,"[0, 1, 0, 0]"
그리고 작은사이즈의 #스틱비누 휴대하며 사용중인데 가지고 다니며 사용하니 아이들 손씻길때도 좋고 손씻고 땡기지 않아서 좋네요~,편의성,"[0, 0, 1, 0]"
가격도 저렴하니 굿!,가격,"[1, 0, 0, 0]"
효모에센스라 매일매일 내 피부를 탄탄하고 생기있게 책임져주는중~,품질,"[0, 1, 0, 0]"
대용량이라 아낌없이 발라주기!,일반,"[0, 1, 0, 0]"
친구가 추천해줘서 구매한 #착한생리대~,일반,"[1, 0, 0, 0]"
매직데이에 통증 많은데~~ #오드리선 쓰고 많이 좋아진듯~,품질,"[1, 0, 0, 0]"
약국에서도 추천하고 판매하는거라 믿고 쓰는중~,일반,"[1, 0, 0, 0]"
요거요거 괜찮네용~,일반,"[1, 0, 0, 0]"
스트레스 많은 요즘 천연 아로마오일이 함유된 #입솜 메이창 유칼리투스 미스트로 아로마테라피도 하고 피부의 건조함도 잡아요!,품질,"[0, 1, 0, 0]"
좋은성분으로 만들어 아이들과 함께 사용할수 있어 더 좋은 순한 #입솜미스트 좋으다!!,품질,"[0, 1, 0, 0]"
부분미백이 아니라 전신미백이 가능해서 블랙샷 하나면 미백준비끝!,일반,"[1, 0, 0, 0]"
거기다 탄력까지 잡아주니 1석2조~,품질,"[0, 1, 0, 0]"
✔너리싱샴푸 : 천연보태니컬 영양성분이 두피와 모발을 깨끗이하고 윤기와 부드러움을 더해주네요~,품질,"[0, 1, 0, 0]"
"다양한 고농축 약초와 허브추출물 함유로 수분공급, 보습은 물론 모근강화, 비듬/각질케어까지!!",품질,"[0, 1, 0, 0]"
