input,entity,label
새롭게 출시된 루나 스틱 컨실러까지 사용해봤는데 그동안 사용했던 스틱 제형 컨실러들과 다르게 굉장히 부드럽게 발리고 피부 밀착력이 좋더라구요~,본품#품질,0
#향기 까지 나는 거치대라 더 좋고마잉 ~,본품#일반,0
부드럽고 촉촉하게 스며드는데 끈적함이 없어요,본품#품질,0
#치아건강 과 #잇몸질환 예방에 도움을 줘요 ❣️,본품#품질,0
가성비도 좋아서 꾸준히 사용중이예요 😊,제품 전체#가격,0
미친 컬러감과 쨍한 발색력!,본품#일반,0
발랐을때 오일리하지 않고 오일리하지 끈적이지 않아 #대만족 🖒,본품#품질,0
#각질제거 매번 귀찮은데 #닦토 로 편하게 사용할 수 있는 #가지데일리bha토너,본품#편의성,0
밤에도 꿀잠 부탁한다!!,제품 전체#일반,0
매끄럽고 촉촉한 백옥피부.. 쉬드엘과 함께~~♡,본품#품질,0
일단 커서 좋당 ㅎㅎㅎ,패키지/구성품#디자인,0
역시 바이오오일 건조할 때 찾게되지요,제품 전체#일반,0
모발을 두꺼워보이게하고 풍성함을 유지시켜준대요👍🏻,제품 전체#품질,0
"여드름용, 주름용, 화이트닝 등등 이 것 저 것 쳐발쳐발 하던 예전과는 다르게 #피부뿌리부터힘있게 #스킨케어 해주니 강한 #화장품을 찾지 않게 되더라구요~",본품#품질,0
아르간오일 함유로 촉촉하고 자극없고 마실수 있는물을 사용할정도로 안정성까지 굿~♡,본품#품질,0
좋아하는 뷰티유튜버 &name&가 만든 쿠션제품이라고 해서 어떨지 넘나 궁금했는데🙄 직접 써보니 대박 촉촉하고 컬러감 대박,제품 전체#인지도,0
출시 이후 30만개 이상 판매될만큼 아주 핫한 제품으로 등극,제품 전체#인지도,0
엄청난 짐슴용량이라 더 맘에듬👍,본품#일반,0
상쾌한 아침은 쿨샤 덕분 ♡,제품 전체#일반,0
뜨거운 태양 피하고 싶은 요즘 #자외선차단제 추천!!,제품 전체#일반,0
세상 좋아졌다 아기들 윰차 이너시트로 온열매트두 나오고!,제품 전체#일반,0
#가성비좋은 #인벨로 써보니 더 알겠더라구요,제품 전체#가격,0
"매일 팩하는 것도 미루는 왕 귀차니즘의 저도! 프라엘은 간편하고, 또 효과가 눈에 보이니 매일 하게 되더라고요!",제품 전체#품질,0
#올리브영마스크 쟁여봐요 😆,제품 전체#일반,0
"전과정 인증된 오가닉면 100% 로 위드오가닉 실내복은 실부터, 봉제, 포장까지 모든과정을 인증받은 제품이라 믿고 입힐수 있어서 좋네요😄",본품#품질,0
온가족 #선케어 끝🌸,제품 전체#일반,0
태어나서부터 참 잘 사용중인.. #대디베이비 >_<,제품 전체#일반,0
"제가 사용해보니 캐터피는  묶을 필요도 없고, 풀릴 필요없는 신발끈이고 캐터피 신발끈은 신축성이 좋아서  사용했을 때 발이 더 편하다는 점 다른 제품과 비교하여 이 제품만이 가지고 있는 의미있는 특이점이 아닐까 싶어요",제품 전체#품질,0
유분기 없고 끈적임 없이 산뜻하게 촉촉하게 발라요,본품#품질,0
컴팩트한 사이즈에 예쁜 스타일링..,패키지/구성품#편의성,0
잠 못자고 스트레스 받으면서 피부 트러블도 나고 칙칙해진 내피부 #1일1팩 하면서 채워주자구요,제품 전체#일반,0
직접 써보니 큰 사이즈와 두꺼운 원단에 놀랐네요,제품 전체#일반,0
#패밀리치약 으로 당첨^^,제품 전체#일반,0
#뷰티 한다면 한번쯤 서보고 싶은 #에센스 네요^^..,제품 전체#일반,0
✔내구성이 우수한 아연합금 재질에 모던한 디자인,제품 전체#디자인,0
진짜 쨍한 발색 그대로 엄~~청 오래 지속되요 ㅎㅎ,본품#품질,0
"싱크대거름망, 음식물쓰레기봉투 모두 옥수수전분으로 만들어 자연분해돼는 친환경제품이라 넘 좋아요👍",제품 전체#품질,0
사용하자마자 #솔리드퍼퓸 반해버렸어요~~ 😍,제품 전체#일반,0
막무가내 손 쓰는 것 보다 도구를 써야 오래 깔끔하게 유지할 수 있다고,패키지/구성품#일반,0
피부예민한 저한테도 딱이네요😍,제품 전체#일반,0
놀라운 자연스러운 #보습 과 #광,본품#품질,0
얇은 초슬림 패키지 덕에 미니백에도 쏙쏙~ 들어가고 입술라인은 아찔하게 표현하고>ㅆ<,본품#품질,0
우리 꼬맹이들 어릴 때 부터 쭈욱 사용하던 #유아세제 라 믿고 지인에게 #선물 할 수 있어요,제품 전체#일반,0
"UMPC 및 PS3에서 사용한 결과, 이동이나 마우스 좌클릭, 우클릭 및 휠 이동 등은 편하게 사용할 수 있었다.",본품#품질,0
펌핑형의 사용하기도 간편하고 모발끝이 갈라지고 힘이 없거나 부스스하여 정돈이 필요할 때 꼭 해줘야해요^^,본품#품질,0
한번쓰면 또또 쓰게 되는 재구입이 좋은 #크림,제품 전체#일반,0
사진찍기놀이 소품으로도 좋아!🖒,제품 전체#일반,0
부담스럽지 않은 누드톤이라 언제 어디서든 데일리로 사용해야겠어요!,본품#일반,0
#아이라인 문신한 적이 있어 #아이라이너 최근에 잘 사용하지 않았었는데 문신 있어도 확실히 한거랑 안한거랑 차이가 확~!!,제품 전체#일반,0
반짝반딱 펄 덕분에 영롱함까지😆👍🏻,본품#일반,0
완전 굿템인정👍,제품 전체#일반,0
후덜덜 너무 고급진거 아님?👍🏻👍🏻,제품 전체#일반,0
역시 육아는 장비빨이죠오~~~!!,제품 전체#일반,0
공기 순환에 도움을 줘서 환기와 온도유지에 효과적이라 봄부터 겨울까지 사계절내내 사용가능,본품#품질,0
앞으로 베이비라인은 #보비니 로 써야겠다는~,브랜드#일반,0
물이 닿아도 변하지 않는 방수 재질에 잘잘한 물건 따로 보관할 수 있는 지퍼도 있고 다양한 컬러의 어깨끈으로 스타일까지 살릴 수 있는 예쁜 비치백이랍니다.,본품#다양성,0
역시 소문대로 두피와 모발 보호는 물론~ 영양과 수분 공급까지...,본품#품질,0
추천추천,제품 전체#일반,0
쉽고 빠르게 헤어 스타일링 할 수 있는 리자드 3in1 멀티스타일러,제품 전체#품질,0
사용하기 간편한 튜브타입 #선베이스,패키지/구성품#편의성,0
공기가 잘통하는 구조라 체온을 유지시켜 사계절내내 👍🏻👍🏻,본품#품질,0
패키지에 보니 허브한방추출물과 옷나무 껍질 추출물이 들어갔다고 해서 한방향이 날줄알았는데 제품제형은 투명하고 묽은갈색인데 향은 상큼한 향이랄까요?,본품#일반,0
발리고 나선 되게 부드럽게 밀착🙋🏻‍♀️,본품#품질,0
나의 #애정템 이지요,제품 전체#일반,0
잉여각질제거 함께해요~,제품 전체#일반,0
실리콘 프리 제품으로 자연유래오일 9종을 나노단위로 쪼개서 블렌드한 세럼제형으로 가볍고 흡수가 빨라서 굿굿~🖒,본품#일반,0
벌써 메종드베베 여러 제품 써봤지만 특히 #유칼립투스버블샴푸앤바스 는 최고!,제품 전체#일반,0
보송보송 상쾌한 피부 짜잔 ㅋ,본품#품질,0
#마르세이유에어튜너드라이기 진심추천!,제품 전체#일반,0
"그 때 사용해보고 완전 반했던 히말라야 스파키트, 요즘 집에서 매일 사용 중이에요 ㅎㅎ",제품 전체#일반,0
24k골드입자성분이 들어가있는데 진짜 눈에 숑숑 보이고 너무 촉촉해요,본품#품질,0
다른 부가 기능은 참 훌륭한데..,본품#품질,0
피부를 건강하게 해주는 7가지 뿌리성분이 피부를 밝게 도와줘요♡,본품#품질,0
LED조명으로 차안에서도 밤에도 메이크업하기 수정하기 편하네요,패키지/구성품#편의성,0
무중력 토퍼 레이몬은 적절한 쿠션과 탄성으로 몸을 편안하게 받쳐줘서 숙면을 취할수 있도록 해줘요,제품 전체#품질,0
개별 포장되어있는 팩은 여행갈때 챙겨다니기 딱!!!,패키지/구성품#편의성,0
#3D감옥탈출 이라는 게임인데 너무 좋아했다.,제품 전체#일반,0
#순한선크림 #아기선크림추천,본품#품질,0
발색력 짱 좋은 #로하셀글로시립스탬프,본품#품질,0
인체 적용 시험으로 확인된 예방과 개선이 가능한 바디케어 제품이 바로 프라젠트라 벨리크림이랍니다~,본품#품질,0
섞어서 사용하기만 하면 되는 모델링팩이라 너무 좋습니다,본품#편의성,0
나만의 #시크릿 데이 #디어루시 로 기분 좋게 당당하게 🙋‍♀️,제품 전체#일반,0
게다가 고급스러운 무광 블랙 메탈 소재의 미드나잇 컬러와 노크온 매직 스페이스는 저희집 주방을 품격있고 고급스럽게 바꿔주는데 큰 역할을 담당했다는~!,제품 전체#디자인,0
한겨울에도 피부속부터 촉촉한 피부를 만들어주는 #키엘 #울트라훼이셜크림,본품#품질,0
디테일한 온도 설정도 가능하고 취향에 맞게 타격감과 연무량도 조절되요,본품#품질,0
과일 채소 손상없이 세척되니까 이제 농약 미세먼지 이제 걱정 노노!!,제품 전체#품질,0
밀착력 좋은 시트가 얼굴에 #착붙 어마어마안 앰플미 흐르지 않고 쏙쏙 흡수되지요.,본품#품질,0
양쪽 출입문에 고정고리가 있어서 아이가 잠들기전까지 열어두면 짜증내지도 않고 활동하기도 편합니다~,본품#편의성,0
컬러도 다양하고 발색깡패!,본품#품질,0
덕분에 매일 쌓이는 각질 저절로 떨궈내주고 각질이 잘 쌓이지않게 건조함까지 꽉 잡아주니까 아기발 만들기 순식간이에요!,제품 전체#품질,0
"38L 대용량이라 중, 대 사이즈 닭을 2개 동시에 조리할 수도 있어서 집에 손님들이 놀러와도 많은 요리도 뚝딱, 걱정이 없겠더라고요~^^",본품#일반,0
오가닉 원료들 함유로 온가족이 사용가능한 베베 카멜리아 앤 라벤더 밤!,본품#품질,0
게다가 17가지의 아미노산으로 이루어진 특허 원료가 함유되어.. 피부보습 세포재생 등 도움을 준다하여 바로 같이 사용하고 있지요:),본품#품질,0
닥터홍 홍유 필오프팩은 필오프팩 제품군 중 겔이 10분 이내로 굳는 제일 빠른 제품이에용,제품 전체#일반,0
친환경적이고 반영구적이라 화학적인 성분 걱정없이 경제적으로 사용할 수 있어 자기 몸을 소중히 여기는 여성들에게 각광을 받고 있는데요,제품 전체#품질,0
#아이방꾸미기 할때도 충분히 좋아요😊,제품 전체#일반,0
칸데릴라 왁스와 불가리안 로즈오일 함유로 완전 쫀쫀한 보습을 느낄수 있어요~,본품#품질,0
진심 #홈케어 끝판왕인듯!🤘,제품 전체#일반,0
밤 타입 제형이 부드럽고 빠르게 흡수 속까지 꽉 채워주는 수분감에 피부가 더 어려지는 느낌!!,본품#품질,0
MADE IN KOREA 제품으로 유해성분이 없어 믿을수 있는 안전한 일회용수세미에요!,제품 전체#품질,0
EGW 인증된 저자극 안심성분제품으로만 사용하고 작은거품들이 아기의 몸 구석구석을 꼼꼼하게 닦아주며 세정력도 좋으면서 이물감없이 뽀득뽀득 씻겨지는 기분이였어요,본품#품질,0
뾰족한 끝모양이 세밀한 컬러표현도 뭉침없이 부드럽게 표현해주는 아이섀도우에 사용가능한 B04 소프트섀도우,본품#품질,0
워낙 피부가 예민한 편이라 피부건강을위해 #워터웰샤워기로교체,제품 전체#일반,0
USB 충전기로 언제 어디서든 손쉽게 충전이 가능하니까 편하네요~,본품#편의성,0
신은듯 안신은듯 가벼운게 새 신 신고 날아가겄네..ㅋㅋ,제품 전체#일반,0
세균이나 진드기 걱정 없으니깐 아이들 있는 집엔 정말 필수!,제품 전체#품질,0
그 이후로는 #Y존케어 는 무조건 여성청결제 사용하고 있는데 궁중비책 여성청결제 사용해보니 #여성청결제추천 할만큼 괜찮은 제품인 듯!,제품 전체#일반,0
수분감도 좋아서 피부가 반짝반짝하게 마무으릿!✨✨,본품#품질,0
그립감도 좋고 바람세기온도 LED램프도 있구요,본품#품질,0
휴대가 간편한 usb연결 방식이라 캠핑장에서도 사용할수있어 굿굿~♩,본품#편의성,0
세가지 모두 주방 필수템들!!,제품 전체#일반,0
클렌징과 동시에 피부관리 되는 클렌징폼입니다~,제품 전체#일반,0
촉촉하게 보습되고 자연스러운 발색,본품#품질,0
"탑셀럽, 여배우들의 고데기 사용 및 잦은 헤어컬러 체인지 등으로 극손상된 모발을 빠르게 회복시키기 위해 계발된 제품으로 &name&, &name&, &name& 등 탑여배우들이 청담 이희 도산파크 살롱에서 실제 케어 받을 때 사용하는 #이희트리트먼트",제품 전체#인지도,0
올 겨울 정답은 너다!✨,제품 전체#일반,0
"팔뒷꿈치, 발바닥갈라진곳도 시어버터 하나 바르면 매끈해질정도로 보습력은 최강인듯~👍",본품#품질,0
"원단도 튼튼하고 항곰팡이 및 방취가공이 되어 있어 위생적이고, 습진 예방도 가능해요.",제품 전체#품질,0
&name&가 안락해 하니 이번 세이지폴 멀티바운서도 성공♡,제품 전체#품질,0
"페이스, 바디, 입술, 큐티클까지 건조한곳에 보습쵝오",본품#품질,0
무게가 무려 108g밖에 되지 않고 크기는 스마트폰 사이즈만하니 평소에도 가지고 다니기 딱이죠?!,패키지/구성품#편의성,0
한번 쓰면 계속 사용하게 된다더니~ 저도 이제 #블랙미라클 꾸준히 쓸것 같아요,제품 전체#일반,0
간편하게 뽑아서 사용하는 바디티슈가 피부관리 바디관리까지 해줘서 저같은 귀차니스트에게 딱이라 생각했어요 .,제품 전체#편의성,0
오늘 메이크업 넘넘 예뿌네 지베르니야 고마웡〰,본품#품질,0
실키한 텍스쳐로 촉촉함과 커버력이 남달라요,본품#일반,0
외출전 화사하게 #에스투엔디 #톤업크림 사용하고있어요!,본품#품질,0
피지는 잡아주고 수분은 지켜주는 #매직펜,본품#품질,0
매트한것같으면서도 촉촉함 ㅋ,본품#품질,0
수납공간도 엄청 많아서 기저귀가방으로 완전짱!💕,본품#일반,0
더 예뻐진 핑크빛 용기도 그렇고 산뜻하고 부드러운 텍스쳐는 단연최고!,패키지/구성품#디자인,0
아..진짜 신통방통~~,제품 전체#일반,0
역시 천연비누라 순하고 성분중에 달팽이점액이 들어가 트러블을 완화시켜주는듯!,본품#품질,0
#살랑드파리 추천 받아 사용중인데 향도 좋고 성분도 맘에 들어 굿굿~!,본품#일반,0
그렇잖아도 기미 주근깨 때문에 고민인데 VT 에센스 선팩트로 관리를 제대로 해야겠어요~,제품 전체#일반,0
이쁜거 같이 써봐용^^,제품 전체#디자인,0
유해물질 없는 크림이라 아이와 함께써도 된다니..이건 뭐 사랑이지♡,본품#품질,0
"내 피부 컨디션에 따라 수분진정, 수분집중 앰플과 크림을 골라 사용할 수 있는데 먼저 피부가 예민해져서 고민이신 분들... 수부지피부이신 분들은 #수분진정 라인을 !",제품 전체#일반,0
"고수분, 고커버, 고광채라 여름에 사용하기에 딱 !",본품#품질,0
벨크로 부착방식이라 완전 편해요~,본품#편의성,0
우리아이 피부 솔루션 1등급원료의 화장품 고급스러운 패키지  디자인으로 아가 31도 #출산선물 로도  좋을꺼 같아요.,제품 전체#일반,0
요번 #여행 갔을때 원피스에 입었는데 예뻐~,제품 전체#일반,0
확실한 제거성분이 들어있어야 하는데 기존에 나와있는 제품들을 보면 그냥 허물 벗겨지듯이 벗겨지기만 하고 안쓰면 다시 각질이 스물 스물 올라오는데 이건 속부터 보습을 채워줘서 건조함을 잡아주니까 확실히 각질이 덜 생기는 효과까지 기대할 수 있어요!,본품#품질,0
픽앤웨어 택배만큼 기다렸던 것이 있던가,제품 전체#일반,0
오빠가 사준 #가방 내마음에 쏙쏙,제품 전체#일반,0
미백과 주름개선은 뽀나스 !!,본품#품질,0
#AHC내추럴퍼펙션선스틱 투명한 스틱형이라 부담없이 덧바를 수 있고 가볍고 순한느낌이 참 좋아요~,패키지/구성품#디자인,0
소형사이즈임에도 기능이 다양한데요.,제품 전체#품질,0
편리한 펌핑타입에 가격도 굿!,패키지/구성품#편의성,0
끈적임없이 촉촉하고 산뜻해서 너무 조아~ :),본품#품질,0
일상생활에서 편하게 입을수있는 슬림9,제품 전체#편의성,0
외출했다 집으로 돌아오면 고급스런 라벤더의 향긋함에 기분이 좋아져요.,본품#일반,0
요즘 애정하는 브랜드 #홀리카홀리카 #누드롭 #듀이스틱 과 #루미치크 사용해보고 있는데 그 촉촉함이란😍,브랜드#일반,0
세안 후 자기 전에 오일로 보습 채워주고 따뜻하게 데운 오닉스 스톤으로 마사지해주면 시원하기도 하고 스트레스도 풀리는 것 같고 몬가 편안~해지는 기분이 들어요 ㅎㅎ👏🏻👏🏻,패키지/구성품#품질,0
인정,제품 전체#일반,0
클리닉 받은 듯 효과 대박👍,본품#품질,0
5가지 색상 모두 맘에드는 #이즈립틴트!,본품#일반,0
그래서 전 요즘 매일 가방에 넣고 다녀요~,제품 전체#일반,0
저의 셀룰러워터미스트 사랑은 아직 끝나지않았죠,제품 전체#일반,0
부드럽고 밀착력이 우수해 그리기도 편하고  V자형 돌기 스마트V컨테이너가 깔끔하고 지속력도 좋아 완전 만족중!!,본품#품질,0
"베르가못과 패출리, 샌달우드 세 가지 천연 오일이 쏙 보습력도 좋고 향도 대박이야👍",본품#품질,0
최근 #&name& 콘서트 다녀와서 #&name& #음악재생 하여 실컷 듣고 가끔은 좋아하는 #라디오 도 듣고 #누구 와 함께라면 지루할 틈 없어요!,제품 전체#일반,0
열심히 써야지 >_< ..,제품 전체#일반,0
그리고 하루종일 화장이 쫀쫀하게 유지되서 요즘처럼 후텁지근한 여름날씨에 딱 적합한 ᴍᴜsᴛ ʜᴀᴠᴇ ɪᴛᴇᴍ !,본품#품질,0
색상도 다양하게 구분되어있고 하나하나 다른그림이 그려져있어서 다양한 놀이로 활용되기 좋아요,제품 전체#디자인,0
"여드름,트러블, 칙칙한 피부에 즉각 톤보정까지~",본품#품질,0
>_< 피부 진정에 도움이 된다는 #바디미스트 챙겨요..,본품#품질,0
꽃잎이 하나하나 살아 있는게 너무 신기하고 사랑스러운 체리블라썸 바디워시.,제품 전체#일반,0
종류별로 또 사야겠당-,제품 전체#일반,0
내가 이래서 소니를 좋아해..,브랜드#일반,0
#로하셀글로시립스탬프틴트추천 해드려요!,제품 전체#일반,0
"#눅스 #리치오일 쓴 뒤로는 아침에 이것저것 바르지 않고, 미스트 슉슉 뿌려준 뒤 눅스 발라주고 있어요💕",본품#편의성,0
끈적이지 않게 촉촉하게 스며들면서 피부 깊숙히 쫀쫀해지는 느낌!,본품#품질,0
보통 마스크팩과는 다르게40분동안 부착할 수 있어서 에센스 증발을 막아 촉촉보스 마스크에요❤,본품#품질,0
